census_tract_fips,population_total,population_under_18,pct_white,pct_black,pct_asian,pct_other,pct_hispanic,pct_white_nh,pct_black_nh,pct_asian_nh,pct_other_nh,median_income,median_income_2010_adj,pct_poverty,pct_poverty_under_18,pct_assisted_income,pct_no_hs,pct_hs,pct_bach,pct_higher_than_bach,pct_hs_dropout,pct_female_hh,pct_single_parent,pct_unemployed,pct_vacant_housing,pct_owner_occupied,median_rent,median_rent_2010_adj,median_home_value,median_home_value_2010_adj,area_m2
483290008,3006,1305,80,19,0,1,49,NA,NA,NA,NA,NA,NA,40,44,4,84,13,2,1,36,NA,NA,5,19,57,NA,NA,NA,NA,2750604
483290009,142,6,80,20,0,0,40,NA,NA,NA,NA,NA,NA,0,0,5,71,16,7,6,42,NA,NA,0,23,6,NA,NA,NA,NA,488554
483290010,1963,467,99,0,0,0,0,NA,NA,NA,NA,NA,NA,3,3,0,23,59,11,6,27,NA,NA,2,16,48,NA,NA,NA,NA,1491221
483290011,4046,1260,99,0,1,1,23,NA,NA,NA,NA,NA,NA,9,11,1,40,47,8,5,28,NA,NA,2,11,60,NA,NA,NA,NA,3522520
483290012,5050,2042,100,0,0,0,74,NA,NA,NA,NA,NA,NA,4,3,1,27,61,8,4,19,NA,NA,2,11,85,NA,NA,NA,NA,2652890
483290013,3992,1722,99,0,0,0,32,NA,NA,NA,NA,NA,NA,1,2,0,28,58,10,4,13,NA,NA,1,16,88,NA,NA,NA,NA,4541172
483290014,3220,1248,98,1,0,0,50,NA,NA,NA,NA,NA,NA,29,34,5,80,18,1,0,47,NA,NA,4,22,60,NA,NA,NA,NA,5999614
483290015,4302,1821,34,65,0,0,53,NA,NA,NA,NA,NA,NA,38,41,6,78,19,2,1,23,NA,NA,4,19,70,NA,NA,NA,NA,6217627
483290101,6242,2467,97,3,0,0,63,NA,NA,NA,NA,NA,NA,9,8,1,41,51,5,3,16,NA,NA,1,9,77,NA,NA,NA,NA,2268146522
483390901,5900,2356,99,1,0,0,43,NA,NA,NA,NA,NA,NA,10,10,4,70,28,2,0,31,NA,NA,1,14,87,NA,NA,NA,NA,190505014
483390902,5192,2149,92,8,0,0,40,NA,NA,NA,NA,NA,NA,7,4,2,37,49,10,4,4,NA,NA,2,16,91,NA,NA,NA,NA,288702226
483390903,3760,1474,91,9,0,0,11,NA,NA,NA,NA,NA,NA,13,12,3,55,37,5,3,23,NA,NA,1,13,85,NA,NA,NA,NA,327657485
483390904,1043,460,52,48,0,0,0,NA,NA,NA,NA,NA,NA,33,40,5,77,18,2,3,12,NA,NA,0,28,74,NA,NA,NA,NA,229706360
483390905,1464,507,91,9,0,0,NA,NA,NA,NA,NA,NA,NA,18,16,6,55,37,7,1,38,NA,NA,0,56,81,NA,NA,NA,NA,250399891
483390906,9102,2960,90,9,0,0,0,NA,NA,NA,NA,NA,NA,10,10,2,40,45,10,5,34,NA,NA,1,9,65,NA,NA,NA,NA,94440282
483390907,7420,3024,76,24,0,0,24,NA,NA,NA,NA,NA,NA,16,14,4,58,34,5,3,26,NA,NA,2,13,71,NA,NA,NA,NA,153284709
483390908,5233,2128,98,2,0,0,0,NA,NA,NA,NA,NA,NA,13,13,5,68,28,2,1,23,NA,NA,2,21,87,NA,NA,NA,NA,247663489
483390909,1518,518,98,2,0,0,0,NA,NA,NA,NA,NA,NA,19,17,8,66,33,1,0,17,NA,NA,0,23,83,NA,NA,NA,NA,117633921
483390910,3682,1400,90,9,0,0,0,NA,NA,NA,NA,NA,NA,23,19,6,61,33,4,2,21,NA,NA,1,12,71,NA,NA,NA,NA,174491352
483390911,4092,1371,78,22,0,0,0,NA,NA,NA,NA,NA,NA,24,24,6,60,32,5,3,20,NA,NA,2,26,72,NA,NA,NA,NA,316339927
483390912,1073,315,58,42,0,0,0,NA,NA,NA,NA,NA,NA,44,44,5,70,27,0,3,31,NA,NA,1,44,76,NA,NA,NA,NA,398156530
483550001,764,163,99,0,0,0,8,NA,NA,NA,NA,NA,NA,21,28,5,59,35,4,1,46,NA,NA,5,43,23,NA,NA,NA,NA,1362392
483550002,639,109,98,1,0,1,36,NA,NA,NA,NA,NA,NA,44,53,2,74,22,2,3,107,NA,NA,10,17,8,NA,NA,NA,NA,2702739
48355000299,459,2,83,14,3,1,34,NA,NA,NA,NA,NA,NA,NA,NA,1,50,44,5,2,15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
483550003,346,61,100,0,0,0,58,NA,NA,NA,NA,NA,NA,29,65,4,47,47,3,3,12,NA,NA,3,25,5,NA,NA,NA,NA,1263505
483550004,3178,1286,22,76,0,2,39,NA,NA,NA,NA,NA,NA,51,61,13,76,24,0,0,35,NA,NA,1,20,15,NA,NA,NA,NA,1466901
483550005,2725,1049,21,74,0,5,47,NA,NA,NA,NA,NA,NA,40,44,4,74,24,2,0,27,NA,NA,2,17,54,NA,NA,NA,NA,1116346
483550006,8656,2833,95,5,0,0,49,NA,NA,NA,NA,NA,NA,14,14,2,54,40,4,2,25,NA,NA,3,6,68,NA,NA,NA,NA,4143546
483550007,3758,1364,99,0,0,0,28,NA,NA,NA,NA,NA,NA,14,15,3,60,36,3,1,25,NA,NA,3,6,67,NA,NA,NA,NA,5119874
483550008,850,227,99,0,0,0,13,NA,NA,NA,NA,NA,NA,12,13,4,70,30,0,0,51,NA,NA,0,10,65,NA,NA,NA,NA,40278412
483550009,6436,2847,99,0,0,0,42,NA,NA,NA,NA,NA,NA,45,48,6,92,8,0,0,31,NA,NA,4,10,48,NA,NA,NA,NA,1642496
483550010,5538,2242,96,3,0,0,51,NA,NA,NA,NA,NA,NA,48,54,13,85,13,1,1,37,NA,NA,5,11,36,NA,NA,NA,NA,1444833
483550011,3555,1447,93,7,0,1,36,NA,NA,NA,NA,NA,NA,46,48,9,82,15,1,1,40,NA,NA,2,11,24,NA,NA,NA,NA,2063268
483550012,5812,1622,98,1,0,0,39,NA,NA,NA,NA,NA,NA,30,37,6,56,37,6,2,26,NA,NA,2,15,22,NA,NA,NA,NA,2275283
483550013,5131,1991,99,0,0,1,58,NA,NA,NA,NA,NA,NA,25,26,4,72,27,0,1,29,NA,NA,3,7,56,NA,NA,NA,NA,1570330
483550014,5287,1138,99,0,0,0,62,NA,NA,NA,NA,NA,NA,11,12,2,31,47,13,9,14,NA,NA,1,7,65,NA,NA,NA,NA,2572609
483550015,6298,2930,98,0,0,1,45,NA,NA,NA,NA,NA,NA,41,46,11,73,25,1,1,33,NA,NA,3,4,38,NA,NA,NA,NA,1667904
483550016,12397,5598,87,12,0,2,50,NA,NA,NA,NA,NA,NA,35,34,4,82,17,0,1,26,NA,NA,2,6,74,NA,NA,NA,NA,3165364
483550017,8126,4179,72,26,0,2,49,NA,NA,NA,NA,NA,NA,43,43,6,83,15,1,0,26,NA,NA,3,8,69,NA,NA,NA,NA,12802508
483550018,8797,4329,88,10,0,2,49,NA,NA,NA,NA,NA,NA,16,16,2,72,26,2,1,13,NA,NA,2,5,87,NA,NA,NA,NA,7781097
483550019,11625,4929,98,0,0,2,47,NA,NA,NA,NA,NA,NA,10,11,2,55,42,2,1,22,NA,NA,2,4,69,NA,NA,NA,NA,7647728
483550020,8616,2783,99,0,0,0,45,NA,NA,NA,NA,NA,NA,11,10,1,41,51,4,3,14,NA,NA,3,5,69,NA,NA,NA,NA,3005871
483550021,7271,1869,98,0,0,1,20,NA,NA,NA,NA,NA,NA,4,4,0,19,56,13,11,11,NA,NA,2,6,58,NA,NA,NA,NA,4115688
483550022,6123,2190,99,0,0,1,47,NA,NA,NA,NA,NA,NA,6,6,1,35,54,8,3,10,NA,NA,3,3,77,NA,NA,NA,NA,2394400
483550023,8173,3452,99,0,0,0,40,NA,NA,NA,NA,NA,NA,6,5,1,32,55,9,5,16,NA,NA,3,11,71,NA,NA,NA,NA,6502077
483550024,8482,3471,99,0,0,1,33,NA,NA,NA,NA,NA,NA,2,4,1,27,58,10,5,6,NA,NA,2,3,78,NA,NA,NA,NA,4104847
483550025,4873,1584,100,0,0,0,65,NA,NA,NA,NA,NA,NA,3,2,1,10,53,24,12,4,NA,NA,1,3,89,NA,NA,NA,NA,2682552
483550026,9094,3264,99,0,0,0,42,NA,NA,NA,NA,NA,NA,4,4,0,24,53,15,8,8,NA,NA,2,8,65,NA,NA,NA,NA,3931213
483550027,13828,5530,99,0,0,0,59,NA,NA,NA,NA,NA,NA,4,5,1,20,57,13,10,8,NA,NA,2,6,75,NA,NA,NA,NA,19792484
483550029,5214,1639,87,8,4,1,40,NA,NA,NA,NA,NA,NA,12,12,0,29,56,9,6,19,NA,NA,1,1,0,NA,NA,NA,NA,11550569
483550030,3981,1335,98,1,1,0,19,NA,NA,NA,NA,NA,NA,15,16,2,55,42,2,1,27,NA,NA,3,17,48,NA,NA,NA,NA,12842859
483550031,3018,1235,99,0,1,0,64,NA,NA,NA,NA,NA,NA,10,12,1,35,55,6,4,20,NA,NA,2,14,69,NA,NA,NA,NA,20096597
483550032,2784,1154,98,2,0,0,38,NA,NA,NA,NA,NA,NA,3,4,1,25,64,7,4,13,NA,NA,3,6,68,NA,NA,NA,NA,16093808
483550033,4224,1772,98,0,0,1,49,NA,NA,NA,NA,NA,NA,10,11,2,43,46,7,4,14,NA,NA,2,13,72,NA,NA,NA,NA,8769620
483550034,7843,3387,100,0,0,0,40,NA,NA,NA,NA,NA,NA,3,3,1,18,52,19,11,5,NA,NA,2,8,79,NA,NA,NA,NA,4440430
483550035,2176,869,100,0,0,0,2,NA,NA,NA,NA,NA,NA,23,23,4,78,20,0,2,11,NA,NA,1,7,67,NA,NA,NA,NA,24816350
483550036,6947,2771,99,0,0,0,25,NA,NA,NA,NA,NA,NA,8,8,1,45,46,6,3,10,NA,NA,2,4,80,NA,NA,NA,NA,26619684
483550037,1566,576,100,0,0,0,0,NA,NA,NA,NA,NA,NA,3,6,1,41,48,5,6,8,NA,NA,1,6,80,NA,NA,NA,NA,8201962
483550050,1018,432,99,0,0,1,55,NA,NA,NA,NA,NA,NA,28,36,3,76,24,0,0,43,NA,NA,2,12,75,NA,NA,NA,NA,43421547
483550051,1275,349,98,2,0,0,0,NA,NA,NA,NA,NA,NA,4,8,1,49,41,4,6,48,NA,NA,3,55,67,NA,NA,NA,NA,89839406
483550054,2656,1220,100,0,0,0,45,NA,NA,NA,NA,NA,NA,24,22,2,75,21,2,2,36,NA,NA,1,8,44,NA,NA,NA,NA,458881402
483550056,11217,4844,95,3,0,2,45,NA,NA,NA,NA,NA,NA,30,28,8,73,21,4,1,21,NA,NA,2,8,71,NA,NA,NA,NA,11026933
483550057,5294,2575,99,0,0,1,52,NA,NA,NA,NA,NA,NA,56,58,19,96,4,0,0,27,NA,NA,3,14,78,NA,NA,NA,NA,1011807
483550058,3191,1316,99,1,0,0,40,NA,NA,NA,NA,NA,NA,19,21,2,58,40,2,1,15,NA,NA,0,19,69,NA,NA,NA,NA,444365753
483550059,2460,1036,97,3,0,1,47,NA,NA,NA,NA,NA,NA,39,40,4,66,29,4,1,21,NA,NA,1,13,53,NA,NA,NA,NA,452423141
483550060,2398,945,99,0,0,0,39,NA,NA,NA,NA,NA,NA,33,38,5,70,27,1,1,24,NA,NA,2,13,50,NA,NA,NA,NA,401470873
483550061,3445,1328,99,1,0,0,32,NA,NA,NA,NA,NA,NA,15,16,5,47,40,9,4,18,NA,NA,1,8,78,NA,NA,NA,NA,6189998
483610201,268,88,100,0,0,0,100,NA,NA,NA,NA,NA,NA,10,10,8,64,36,0,0,0,NA,NA,4,10,7,NA,NA,NA,NA,5306688
48361020199,109,0,89,6,5,0,100,NA,NA,NA,NA,NA,NA,NA,NA,0,42,38,21,0,33,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
483610202,12849,5092,59,41,0,0,51,NA,NA,NA,NA,NA,NA,21,24,4,66,29,3,3,24,NA,NA,4,10,37,NA,NA,NA,NA,4793666
483610203,2600,875,95,5,0,0,74,NA,NA,NA,NA,NA,NA,20,20,4,68,29,2,1,18,NA,NA,3,13,62,NA,NA,NA,NA,11117945
483610204,110,60,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,44,56,0,0,0,NA,NA,0,9,77,NA,NA,NA,NA,26682612
483610205,4541,1546,100,0,0,0,21,NA,NA,NA,NA,NA,NA,9,6,2,56,41,2,1,7,NA,NA,3,5,80,NA,NA,NA,NA,8651367
483610206,572,258,100,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,42,57,1,0,7,NA,NA,1,3,91,NA,NA,NA,NA,11974726
483610207,4665,1761,100,0,0,0,70,NA,NA,NA,NA,NA,NA,9,9,3,37,52,7,5,10,NA,NA,3,3,78,NA,NA,NA,NA,35659579
483610208,1824,552,99,1,0,0,58,NA,NA,NA,NA,NA,NA,11,14,4,42,52,6,0,13,NA,NA,4,5,61,NA,NA,NA,NA,5469747
483610209,5138,1757,80,20,0,0,52,NA,NA,NA,NA,NA,NA,9,9,3,40,39,13,8,3,NA,NA,3,4,70,NA,NA,NA,NA,5458984
483610210,1292,618,100,0,0,0,0,NA,NA,NA,NA,NA,NA,7,10,3,56,41,1,2,13,NA,NA,1,3,87,NA,NA,NA,NA,29457194
483610211,866,399,100,0,0,0,68,NA,NA,NA,NA,NA,NA,5,0,0,66,30,3,1,13,NA,NA,2,11,88,NA,NA,NA,NA,38506331
483610212,1892,823,98,1,0,0,68,NA,NA,NA,NA,NA,NA,6,4,1,56,38,3,3,13,NA,NA,2,4,84,NA,NA,NA,NA,96869999
483610213,2446,1040,99,0,0,0,0,NA,NA,NA,NA,NA,NA,5,4,0,26,58,11,6,0,NA,NA,1,2,92,NA,NA,NA,NA,29033209
483610214,1663,662,98,2,0,0,0,NA,NA,NA,NA,NA,NA,5,3,3,56,40,2,2,10,NA,NA,1,1,85,NA,NA,NA,NA,59450385
483610215,5418,2283,100,0,0,0,22,NA,NA,NA,NA,NA,NA,7,7,2,55,41,2,1,12,NA,NA,3,2,85,NA,NA,NA,NA,115189470
483610216,2185,917,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,11,8,3,65,32,1,2,16,NA,NA,5,6,87,NA,NA,NA,NA,89447247
483610217,2292,911,100,0,0,0,0,NA,NA,NA,NA,NA,NA,6,6,3,67,28,2,3,17,NA,NA,3,5,81,NA,NA,NA,NA,29423787
483610218,1794,763,100,0,0,0,80,NA,NA,NA,NA,NA,NA,5,2,2,49,46,5,1,3,NA,NA,1,3,92,NA,NA,NA,NA,24781437
483610219,5073,2007,100,0,0,0,72,NA,NA,NA,NA,NA,NA,8,8,5,58,39,1,2,19,NA,NA,2,6,78,NA,NA,NA,NA,56081393
483610220,3569,1417,99,0,0,0,50,NA,NA,NA,NA,NA,NA,10,12,6,71,27,1,1,24,NA,NA,2,6,74,NA,NA,NA,NA,41105395
483610221,201,73,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,14,15,0,62,32,0,6,0,NA,NA,7,2,66,NA,NA,NA,NA,55387781
483610222,1172,464,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,12,12,1,60,34,4,1,15,NA,NA,1,3,79,NA,NA,NA,NA,36840616
483610223,4371,1774,100,0,0,0,29,NA,NA,NA,NA,NA,NA,7,6,2,52,42,4,2,7,NA,NA,2,2,82,NA,NA,NA,NA,77400386
483610224,4316,1710,100,0,0,0,54,NA,NA,NA,NA,NA,NA,5,5,2,52,41,4,3,12,NA,NA,3,3,81,NA,NA,NA,NA,52182549
483670401,4886,1571,99,0,1,0,3,NA,NA,NA,NA,NA,NA,14,12,5,66,31,2,1,24,NA,NA,1,7,68,NA,NA,NA,NA,20626209
483670402,3397,953,95,4,1,0,0,NA,NA,NA,NA,NA,NA,11,6,5,49,43,5,4,15,NA,NA,1,9,64,NA,NA,NA,NA,10892124
483670403,4312,1328,96,3,0,0,17,NA,NA,NA,NA,NA,NA,13,12,2,42,47,5,7,16,NA,NA,2,9,72,NA,NA,NA,NA,11789372
483670404,7171,2553,100,0,0,0,0,NA,NA,NA,NA,NA,NA,10,7,2,53,41,4,2,24,10,NA,1,8,80,NA,NA,NA,NA,509692359
483670405,5327,1056,89,1,0,9,80,NA,NA,NA,NA,NA,NA,11,10,1,52,41,6,1,5,NA,NA,0,10,73,NA,NA,NA,NA,623818705
483670406,5381,1812,99,0,0,0,52,NA,NA,NA,NA,NA,NA,10,5,2,58,39,3,1,13,NA,NA,1,8,76,NA,NA,NA,NA,754305068
483670407,3414,1210,99,1,0,0,0,NA,NA,NA,NA,NA,NA,11,8,1,43,44,7,5,20,NA,NA,0,8,77,NA,NA,NA,NA,426025126
483750101,861,375,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,11,65,7,17,11,NA,NA,2,2,98,NA,NA,NA,NA,1026967
483750102,2646,921,100,0,0,0,100,NA,NA,NA,NA,NA,NA,1,1,1,9,60,18,13,7,NA,NA,1,2,92,NA,NA,NA,NA,1444597
483750103,379,50,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,65,18,14,11,NA,NA,2,13,1,NA,NA,NA,NA,1698391
483750104,3547,812,99,0,0,0,0,NA,NA,NA,NA,NA,NA,4,4,0,16,59,14,10,6,NA,NA,2,5,72,NA,NA,NA,NA,2185706
483750105,2115,497,98,1,1,1,36,NA,NA,NA,NA,NA,NA,9,12,1,42,46,8,4,25,NA,NA,1,12,56,NA,NA,NA,NA,1573376
483750106,1547,611,97,1,0,2,41,NA,NA,NA,NA,NA,NA,31,35,4,89,11,0,0,48,NA,NA,6,14,68,NA,NA,NA,NA,1925440
483750107,4021,1667,99,0,0,1,38,NA,NA,NA,NA,NA,NA,7,7,0,44,52,2,2,15,NA,NA,0,4,79,NA,NA,NA,NA,1833289
483750108,723,300,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,2,34,62,3,2,36,NA,NA,1,14,77,NA,NA,NA,NA,3504640
483750109,4446,1804,97,1,0,2,50,NA,NA,NA,NA,NA,NA,14,15,4,67,30,2,1,26,NA,NA,3,18,69,NA,NA,NA,NA,4263038
483750110,2175,863,98,0,1,1,45,NA,NA,NA,NA,NA,NA,18,20,4,79,19,1,0,32,NA,NA,3,10,64,NA,NA,NA,NA,3353882
483750111,2650,1170,97,0,0,2,48,NA,NA,NA,NA,NA,NA,32,37,5,86,14,0,1,25,NA,NA,4,17,62,NA,NA,NA,NA,2397194
483750112,831,221,94,0,1,5,0,NA,NA,NA,NA,NA,NA,24,35,2,81,16,2,1,57,NA,NA,5,29,30,NA,NA,NA,NA,1188018
483750113,839,71,80,18,1,1,42,NA,NA,NA,NA,NA,NA,33,29,4,51,40,6,3,31,NA,NA,1,26,8,NA,NA,NA,NA,1238834
483750114,2145,346,92,7,0,1,72,NA,NA,NA,NA,NA,NA,19,23,4,43,39,12,5,11,NA,NA,2,18,23,NA,NA,NA,NA,1806299
483750115,4258,908,99,0,0,0,64,NA,NA,NA,NA,NA,NA,13,15,1,29,54,12,5,11,NA,NA,2,9,61,NA,NA,NA,NA,2487838
483750116,3894,1165,99,0,0,0,61,NA,NA,NA,NA,NA,NA,7,9,0,24,60,8,7,6,NA,NA,3,5,58,NA,NA,NA,NA,2996703
483750117,1156,333,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,3,2,22,66,9,4,15,NA,NA,2,9,46,NA,NA,NA,NA,11514765
483750118,4078,1241,100,0,0,0,75,NA,NA,NA,NA,NA,NA,6,6,2,33,56,7,4,5,NA,NA,2,4,77,NA,NA,NA,NA,1820082
483750119,3131,731,99,0,0,0,61,NA,NA,NA,NA,NA,NA,15,18,2,48,43,7,3,21,NA,NA,3,10,60,NA,NA,NA,NA,1459074
483750120,1793,476,88,10,1,0,83,NA,NA,NA,NA,NA,NA,33,41,2,83,17,0,0,15,NA,NA,4,18,48,NA,NA,NA,NA,2034225
483750121,1256,403,29,71,0,0,21,NA,NA,NA,NA,NA,NA,33,34,5,76,20,4,0,34,NA,NA,5,21,43,NA,NA,NA,NA,1885655
483750122,3487,1034,98,0,1,1,58,NA,NA,NA,NA,NA,NA,14,18,3,71,28,1,1,30,NA,NA,2,12,53,NA,NA,NA,NA,4311728
483750123,439,140,100,0,0,0,0,NA,NA,NA,NA,NA,NA,9,0,5,72,28,0,0,37,NA,NA,0,18,69,NA,NA,NA,NA,9815079
483750124,14,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,NA,NA,NA,0,96,95,NA,NA,NA,NA,22724771
483750125,3273,1497,99,1,0,0,15,NA,NA,NA,NA,NA,NA,4,3,2,49,50,1,0,28,NA,NA,3,20,74,NA,NA,NA,NA,2920376
483750126,2498,822,99,1,1,0,36,NA,NA,NA,NA,NA,NA,14,12,3,58,41,0,1,21,NA,NA,2,13,69,NA,NA,NA,NA,2580412
483750127,5195,1985,98,1,0,1,55,NA,NA,NA,NA,NA,NA,8,8,2,58,40,1,1,18,NA,NA,2,14,70,NA,NA,NA,NA,2231967
483750128,3472,1007,95,4,0,1,30,NA,NA,NA,NA,NA,NA,15,17,3,72,26,1,1,20,NA,NA,3,15,66,NA,NA,NA,NA,2984018
483750129,1888,889,30,70,0,0,61,NA,NA,NA,NA,NA,NA,23,23,6,77,19,2,1,19,NA,NA,0,24,58,NA,NA,NA,NA,2309460
483750130,2652,1207,2,98,0,0,0,NA,NA,NA,NA,NA,NA,27,30,4,55,37,2,6,14,NA,NA,0,27,59,NA,NA,NA,NA,2395774
483750131,4105,1176,98,1,1,0,34,NA,NA,NA,NA,NA,NA,11,12,3,64,33,2,1,21,NA,NA,2,12,57,NA,NA,NA,NA,1977384
483750132,1352,330,100,0,0,0,0,NA,NA,NA,NA,NA,NA,3,7,1,30,50,11,9,3,NA,NA,1,5,72,NA,NA,NA,NA,2540754
483750133,578,203,92,7,0,1,NA,NA,NA,NA,NA,NA,NA,23,19,9,69,28,3,0,33,NA,NA,0,17,73,NA,NA,NA,NA,26532790
483750134,1555,631,99,0,1,1,54,NA,NA,NA,NA,NA,NA,8,6,1,34,56,9,2,10,NA,NA,3,5,90,NA,NA,NA,NA,46309250
483750135,1573,593,100,0,0,0,0,NA,NA,NA,NA,NA,NA,7,6,0,47,49,4,1,13,NA,NA,5,6,87,NA,NA,NA,NA,17527630
483750136,793,261,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,38,55,7,0,26,NA,NA,2,10,89,NA,NA,NA,NA,2935317
483750137,1892,673,99,0,1,0,75,NA,NA,NA,NA,NA,NA,14,11,1,56,42,1,0,8,NA,NA,1,19,73,NA,NA,NA,NA,2965313
483750138,903,364,100,0,0,0,0,NA,NA,NA,NA,NA,NA,9,9,2,54,42,3,1,20,NA,NA,2,14,77,NA,NA,NA,NA,4731530
483750139,3285,1497,82,17,0,0,0,NA,NA,NA,NA,NA,NA,6,7,0,35,61,3,2,19,NA,NA,4,25,84,NA,NA,NA,NA,2751987
483750140,421,193,60,40,0,0,NA,NA,NA,NA,NA,NA,NA,12,14,0,49,48,0,4,12,NA,NA,0,35,90,NA,NA,NA,NA,2597930
483750141,1128,643,98,1,0,0,0,NA,NA,NA,NA,NA,NA,7,8,0,46,50,1,2,0,NA,NA,1,33,88,NA,NA,NA,NA,12597428
483750142,430,97,98,0,0,2,0,NA,NA,NA,NA,NA,NA,8,10,0,41,48,8,3,0,NA,NA,9,14,78,NA,NA,NA,NA,85023855
483750143,1087,473,96,0,0,4,0,NA,NA,NA,NA,NA,NA,9,8,1,31,55,5,8,7,NA,NA,3,11,76,NA,NA,NA,NA,2073538754
483810201,2576,1057,100,0,0,0,0,NA,NA,NA,NA,NA,NA,5,4,0,6,62,20,12,7,NA,NA,3,4,96,NA,NA,NA,NA,1190210
483810202,2451,853,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,4,1,16,66,7,11,4,NA,NA,1,3,74,NA,NA,NA,NA,1219114
483810203,1680,473,100,0,0,0,100,NA,NA,NA,NA,NA,NA,2,2,0,19,68,6,6,4,NA,NA,0,6,54,NA,NA,NA,NA,835260
483810204,2149,679,99,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,1,20,55,12,13,2,NA,NA,1,4,92,NA,NA,NA,NA,1490619
483810205,4003,1170,100,0,0,0,34,NA,NA,NA,NA,NA,NA,12,11,1,47,47,4,2,20,NA,NA,3,10,64,NA,NA,NA,NA,1809782
483810206,3412,1602,99,0,0,0,19,NA,NA,NA,NA,NA,NA,3,4,0,30,62,4,3,9,NA,NA,1,4,88,NA,NA,NA,NA,2508022
483810207,181,61,99,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,48,39,14,0,0,NA,NA,0,6,75,NA,NA,NA,NA,84628700
483810208,5083,2115,100,0,0,0,59,NA,NA,NA,NA,NA,NA,6,6,1,37,53,7,3,15,NA,NA,1,9,80,NA,NA,NA,NA,3359727
483810209,3034,1048,100,0,0,0,0,NA,NA,NA,NA,NA,NA,8,10,0,41,52,4,3,10,NA,NA,1,6,72,NA,NA,NA,NA,1869817
483810210,1151,473,100,0,0,0,49,NA,NA,NA,NA,NA,NA,2,3,0,19,61,11,9,13,NA,NA,3,2,96,NA,NA,NA,NA,1727569
483810211,4732,1493,100,0,0,0,0,NA,NA,NA,NA,NA,NA,7,6,1,22,55,16,8,2,NA,NA,2,3,78,NA,NA,NA,NA,3237669
483810212,4338,1885,100,0,0,0,0,NA,NA,NA,NA,NA,NA,2,3,0,12,63,16,10,6,NA,NA,2,2,87,NA,NA,NA,NA,2743130
483810213,3535,1507,99,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,11,62,19,8,2,NA,NA,1,2,93,NA,NA,NA,NA,2659660
483810214,99,25,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,0,0,19,75,6,0,0,NA,NA,0,9,74,NA,NA,NA,NA,9209185
483810215,913,463,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,6,0,19,68,7,6,0,NA,NA,1,3,91,NA,NA,NA,NA,5446462
483810216,1747,626,99,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,1,14,52,21,13,3,NA,NA,0,8,75,NA,NA,NA,NA,35075902
483810217,2342,947,100,0,0,0,50,NA,NA,NA,NA,NA,NA,9,7,0,35,52,10,2,8,NA,NA,1,22,76,NA,NA,NA,NA,735108355
483810218,8391,2415,99,1,0,0,38,NA,NA,NA,NA,NA,NA,10,9,1,27,43,14,16,2,NA,NA,3,10,59,NA,NA,NA,NA,15773316
483810219,2068,721,99,0,0,0,52,NA,NA,NA,NA,NA,NA,6,3,0,32,46,11,12,11,NA,NA,1,23,71,NA,NA,NA,NA,1479191809
483970401,591,217,95,1,0,3,0,NA,NA,NA,NA,NA,NA,5,10,3,55,37,5,4,55,NA,NA,0,5,75,NA,NA,NA,NA,31804265
483970402,819,336,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,43,42,11,4,39,NA,NA,1,6,78,NA,NA,NA,NA,19140178
483970403,2185,670,79,21,1,0,89,NA,NA,NA,NA,NA,NA,15,12,10,56,38,5,1,20,NA,NA,1,9,71,NA,NA,NA,NA,34367236
483970404,1857,612,78,21,0,1,58,NA,NA,NA,NA,NA,NA,19,17,5,58,33,6,4,14,NA,NA,2,7,71,NA,NA,NA,NA,103276306
483970405,1594,603,88,12,0,0,0,NA,NA,NA,NA,NA,NA,12,13,3,62,30,5,3,39,NA,NA,1,11,77,NA,NA,NA,NA,196542072
484090101,1836,651,99,0,0,0,30,NA,NA,NA,NA,NA,NA,11,14,4,47,48,4,1,16,NA,NA,2,22,79,NA,NA,NA,NA,92812071
484090102,5087,1923,97,2,0,0,62,NA,NA,NA,NA,NA,NA,21,22,4,61,34,4,1,29,NA,NA,2,13,67,NA,NA,NA,NA,12434905
